Sr No,Date,StartUp,Vertical,Subvertical,Location,Investors,Round,Amount
1512,2016-05-07,bookmyshow,Consumer Internet,Event & Movie Ticketing platform,Mumbai,stripes group network 18 accel partners saif partners,Private Equity,701.6739999999999
1514,2016-06-07,happilyunmarried,eCommerce,Online Merchandize etailer,New Delhi,info edge india ltd,Private Equity,6.332179999999999
1516,2016-06-07,wedding wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,kirthiga reddy renuka ramanathcherry tin,Seed Funding,2.5414289999999995
1517,2016-07-07,appdaily,Technology,Mobile Security App development & Distribution,Mumbai,kalaari capital qualcomm runet zodius technology opportunities fund,Private Equity,17.114
1518,2016-07-07,adytude,Consumer Internet,Gamified Consumer Insights Portal,New Delhi,indian angel network,Private Equity,8.557
1519,2016-07-07,quickli,Logistics,On-Demand Delivery Startup,Gurgaon,avg group 500 startups,Private Equity,0.0
1520,2016-07-07,spectravr,Technology,Virtual Reality Content Studio,Mumbai,rothenberg,Seed Funding,0.0
1521,2016-08-07,pitstop,Consumer Internet,Online Car Repair and Servicing Booking platform,Bangalore,alex chua rahul garg,Seed Funding,0.0
1522,2016-08-07,holachef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,kalaari capital india quotient,Private Equity,16.68615
1523,2016-11-07,purplle,eCommerce,Beauty Products Marketplace,Mumbai,jsw blume ivycap,Private Equity,51.34199999999999
1524,2016-11-07,trak n tell,Technology,Car Tracking & Safety System,Gurgaon,brian acton,Private Equity,29.9495
1525,2016-11-07,overcart,eCommerce,Unboxed & refurbished electronic products marketplace,Gurgaon,jsw omidyar network sattva capital venture works,Private Equity,25.670999999999996
1526,2016-12-07,sirionlabs,Technology,SAAS based Service Agreement Management,Gurgaon,sequoia capital,Private Equity,104.82324999999999
1527,2016-12-07,gyandhan,Consumer Internet,Education Focused Financing Platform,New Delhi,stanford angels entrepreneurs harvard angels,Seed Funding,0.0
1529,2016-12-07,hitgrit,Consumer Internet,Online Legal Consultation platform,Chandigarh,ashish mahajan sarvesh sharma,Seed Funding,0.0
1530,2016-12-07,find my stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,New Delhi,rishi parti yogesh bansal,Seed Funding,0.0
1531,2016-07-13,yaap,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",New Delhi,rainmaker,Private Equity,42.785
1532,2016-07-13,utoo cabs,Consumer Internet,Cab aggregation & Rental platform,Chennai,ajay piramal,Seed Funding,0.0
1533,2016-07-13,twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurgaon,tracxn hyderabad angels kunal shah gaurav bhalotia,Seed Funding,5.134199999999999
1534,2016-07-13,sharechat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bangalore,saif partners india quotient,Private Equity,11.551949999999998
1535,2016-07-13,urban tailor,Consumer Internet,E-Tailoring service provider,Bangalore,unitus seed fund,Private Equity,0.0
1536,2016-07-13,rentmojo,Consumer Internet,Online Furniture Renting Platform,Bangalore,accel partners idg india,Private Equity,42.785
1537,2016-07-13,cityfurnish,Consumer Internet,Online Furniture Renting Platform,Gurgaon,brand capital,Seed Funding,0.0
1538,2016-07-13,heal institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,jaspal bindra parth jindal,Seed Funding,0.0
1539,2016-07-14,augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,keiretsu forum,Seed Funding,3.85065
1540,2016-07-14,shoppinpal,Technology,M-Commerce Solutions for Retail Stores,Pune,plug and play center steelhead others,Private Equity,9.15599
1541,2016-07-14,transtutors askiitians,Consumer Internet,Online Education & Tutoring portals,New Delhi,500 startups,Private Equity,0.0
1542,2016-07-15,workapps,Technology,Enterprise Work Management Software,Pune,sri capital,Seed Funding,8.557
1543,2016-07-15,bankerbay,Consumer Internet,Online Investment Banking platform,Bangalore,undisclosed investors,Private Equity,17.114
1544,2016-07-15,baggout,eCommerce,Women\\xe2\\x80\\x99s Fashion etailer,New Delhi,sumit jain sumit jain anurag gupta varun khanna faraz khan,Seed Funding,0.0
1545,2016-07-15,tripshelf,eCommerce,Travel Package Marketplace,New Delhi,gems group,Seed Funding,2.13925
1546,2016-07-15,satvacart,eCommerce,Online Grocers,New Delhi,abhijit avasthi karan chellani sp vijay,Seed Funding,0.0
1547,2016-07-15,ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,times internet innoven capital matrix partners india qualcomm,Private Equity,51.34199999999999
1548,2016-07-18,yellowdig,Consumer Internet,Online Learning Platform,Pune,sri capital,Seed Funding,5.562049999999999
1549,2016-07-18,zuppler,Consumer Internet,Online Food Ordering platform,New Delhi,sri capital,Seed Funding,5.562049999999999
1550,2016-07-18,bluestone,eCommerce,Jewellery Etailer,Mumbai,iifl and accel partners kalaari capital ivycap rb investments,Private Equity,256.71
1551,2016-07-18,underdogs,Technology,Game Development Startup,Mumbai,intelli reboot digital,Private Equity,0.0
1552,2016-07-18,imageprovision,Technology,Image Analysis Solutions,Pune,satish jamdar,Seed Funding,0.0
1553,2016-07-19,sagacito,Technology,Cloud-Based Enterprise Solutions,New Delhi,star india,Private Equity,85.57
1554,2016-07-19,deal4loans wishfin,Consumer Internet,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,Noida,franklin templeton international services,Private Equity,128.355
1555,2016-07-19,niyo,Technology,Payroll & Benefits Software solutions,Bangalore,prime venture partners,Private Equity,8.557
1556,2016-07-19,applop,Consumer Internet,Mobile Apps SaaS Platform,Gurgaon,green house accelerator,Seed Funding,2.13925
1557,2016-07-20,tax2win,Consumer Internet,Online Tax Filing Portal,Jaipur,undisclosed investors,Private Equity,8.557
1558,2016-07-20,truckola,Logistics,Tech-focused cargo transport startup,Mumbai,abhishek agarwal krishnakumar nataraj sarath sura shanti mohan sarthak and nihit agarwal suramya gupta,Seed Funding,5.091415
1559,2016-07-20,iserve financial,Consumer Internet,Loan Comparison & Deals platform,Pune,nilesh shah,Seed Funding,0.0
1560,2016-07-21,mytaxiindia,Consumer Internet,Online Car rental booking platform,New Delhi,nihon kotsu co,Private Equity,8.557
1561,2016-07-21,aberuk,eCommerce,Online Marketplace for books,Bangalore,swastika company,Seed Funding,0.0
1562,2016-07-21,wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bangalore,indian angel network,Seed Funding,5.091415
1564,2016-01-06,chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,undisclosed investors,Seed Funding,0.0
1565,2016-01-06,bridgei2i,Technology,Data Analytics Platform,Bangalore,edelweiss private equity,Private Equity,0.0
1566,2016-02-06,droom,eCommerce,Online marketplace for used automobiles,New Delhi,beenext digital garage lightbox beenos,Private Equity,0.0
1567,2016-02-06,visit,Consumer Internet,On-Demand Healthcare Service provider,New Delhi,mapmyindia,Seed Funding,0.0
1568,2016-02-06,atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,parampara capital,Private Equity,8.557
1569,2016-02-06,coutloot,eCommerce,Fashion Re-Commerce Platform,Mumbai,venture catalysts,Seed Funding,0.0
1570,2016-02-06,limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,rainmaker,Private Equity,8.557
1571,2016-03-06,icliniq,Consumer Internet,Doctor Consultation platform,Bangalore,madhankumar madathupalayam,Seed Funding,0.0
1572,2016-03-06,gogo truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,undisclosed investor,Seed Funding,0.6417749999999999
1573,2016-03-06,vyome biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,New Delhi,romulus capital,Private Equity,17.114
1574,2016-06-06,sillymonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,sreenivasa reddy musani,Seed Funding,3.833536
1575,2016-07-06,cuemath,Education,K-12 Maths Learning Courses,Bangalore,sequoia capital unitus seed fund,Private Equity,34.228
1576,2016-07-06,krazybee,Consumer Internet,Student Micro-Loan platform,Bangalore,yeahmobi fenqile,Private Equity,17.114
1577,2016-07-06,intgrea,Technology,Post merger Integration Partners,Bangalore,undisclosed investor,Seed Funding,0.8557
1578,2016-07-06,helpshift,Technology,Mobile CRM Platform,Pune,microsoft salesforce,Private Equity,196.81099999999998
1579,2016-07-06,creditvidya,Technology,Credit Scoring Platform,Mumbai,kalaari capital,Private Equity,8.557
1580,2016-08-06,grey campus,Consumer Internet,Online Learning Platform,Hyderabad,sarath sura,Seed Funding,8.557
1581,2016-08-06,listup,eCommerce,Location based Classified Mobile app,Mumbai,kae capital kunal shah sandeep tandon,Seed Funding,4.2785
1582,2016-08-06,6degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,indian angel network,Seed Funding,1.7114
1583,2016-08-06,shopwati,Consumer Internet,Online Fashion Discussion Community,Gurgaon,sanjiv rai,Seed Funding,0.0
1584,2016-08-06,cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,kunal shah aneesh reddy tracxn venkat tadanki krishna mehra amit rathore,Seed Funding,0.0
1585,2016-08-06,storeking,eCommerce,Connecting Small Town Consumers to E-Commerce,Bangalore,axiata digital,Private Equity,136.912
1586,2016-08-06,wired hub,Real Estate,Co-Working Spaces,Jaipur,ankit maheshwari anand singh,Seed Funding,0.0
1587,2016-08-06,myseniordoctor,Consumer Internet,Online medical support platform,Gurgaon,blackjag partners,Seed Funding,1.7114
1588,2016-09-06,teabox,eCommerce,Online Tea Store,Siliguri,cameron jones,Seed Funding,0.0
1589,2016-09-06,extraaedge,Consumer Internet,Student Acquisition Platform,Pune,ritesh dwivedy priti padhy,Seed Funding,0.0
1590,2016-09-06,epaylater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed hnis,Seed Funding,17.114
1591,2016-10-06,kyazoonga,eCommerce,Online event ticketing Platform,Mumbai,ratan tata,Seed Funding,0.0
1592,2016-10-06,paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,cio angel network indian angel network,Private Equity,4.2785
1593,2016-10-06,kickstart jobs,Technology,Entry level hiring platform,Gurgaon,vivek joshi mohit satyanand amit banati arun khanna,Seed Funding,0.0
1594,2016-10-06,freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,edelweiss private equity,Private Equity,0.0
1595,2016-10-06,madrat games,Technology,Wearable Gaming Platform,Bangalore,ratan tata bhavish aggarwal ankit bhati binny bansal girish mathrubootham,Seed Funding,0.0
1596,2016-11-06,jazzmyride,eCommerce,Auto Parts & Accessories eTailer,New Delhi,tvs automobile ltd,Private Equity,0.0
1597,2016-11-06,autosense,Technology,Data Analytics based Customer Management Services,New Delhi,tvs automobile ltd,Private Equity,0.0
1598,2016-11-06,redsun telematics,Consumer Internet,Internet of Things Platform,Chennai,tvs automobile ltd,Private Equity,0.0
1599,2016-06-13,khanagadi,Consumer Internet,Online Food Delivery for Train Travelers,Jaipur,50k,Seed Funding,0.0
1600,2016-06-13,bombay shirt company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,8.557
1602,2016-06-14,edtechreview,Consumer Internet,Education based online portal,New Delhi,evc,Seed Funding,0.0
1603,2016-06-14,bonhomia,Food & Beverage,Premium Tea & Coffee Capsules maker,New Delhi,valpro capital and existing investors,Private Equity,0.0
1604,2016-06-14,gobolt,Logistics,B2B Logistics provider,New Delhi,mcube8,Seed Funding,0.0
1605,2016-06-14,jivox,Technology,Data Driven Advertising platform,Bangalore,you mr jones fortisure diaz nesamoney,Private Equity,51.34199999999999
1606,2016-06-14,sminq,Consumer Internet,Queue management Mobile app,Pune,saama capital blume vaibhav domkundwar,Seed Funding,8.557
1607,2016-06-14,curejoy,Consumer Internet,Online Alternative health community platform,Bangalore,accel partners india,Private Equity,37.6508
1608,2016-06-15,onewaycab,Consumer Internet,Taxi Rental Platform,Vadodara,indian angel network,Seed Funding,3.85065
1609,2016-06-15,grabonrent,eCommerce,On-demand product rental marketplace,Bangalore,ivycap and unicorn india,Private Equity,0.0
1610,2016-06-16,diro,Consumer Internet,Contact Management Mobile App,New Delhi,info edge india ltd,Private Equity,3.85065
1611,2016-06-16,unnati helpers,Consumer Internet,Help Hiring Platform,Gurgaon,info edge india ltd,Private Equity,5.134199999999999
1612,2016-06-16,athletto,Consumer Internet,Sports Venue discovery and booking platform,Bangalore,atul ingle,Seed Funding,0.0
1613,2016-06-16,saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,guy oseary,Private Equity,0.0
1614,2016-06-16,voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,sequoia capital,Private Equity,171.14
1615,2016-06-16,thinkphi,Technology,Sustainable Green Tech Solution developer,Mumbai,nimmagadda prasad,Seed Funding,0.0
1616,2016-06-17,cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,ravi adusumalli saif partners,Private Equity,102.68399999999998
1617,2016-06-17,silvan innovation,Technology,Home Automation Solutions,Bangalore,infuse,Private Equity,7.7013
1618,2016-06-17,greythr,Technology,Payroll & HR Software Developer,Bangalore,new enterprise associates nea blume,Private Equity,44.496399999999994
1619,2016-06-17,duffl,eCommerce,Fashion Rental Marketplace,Bangalore,betonindia technology,Seed Funding,0.0
1620,2016-06-17,byg,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,sanjay verma amit khanna letsventure,Seed Funding,0.0
1621,2016-06-20,dipper,eCommerce,Freight Logistics Marketplace,New Delhi,undisclosed investor,Seed Funding,0.0
1622,2016-06-20,qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,hamraj kumar,Seed Funding,0.0
1623,2016-06-20,the indian iris,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,timbru,Seed Funding,0.0
1624,2016-06-21,onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,swan angel network,Seed Funding,1.2835499999999997
1625,2016-06-21,restate,Consumer Internet,Real Estate Platform,Bangalore,idein,Seed Funding,0.0
1626,2016-06-21,cleartrip,Consumer Internet,Online Travel Agency,Mumbai,concur gund investment,Private Equity,0.0
1627,2016-06-21,procmart,Consumer Internet,Online Procurement Marketplace,Noida,indiamart,Private Equity,0.0
1628,2016-06-21,celerix,Technology,Fintech Product Development & Services Startup,Bangalore,bitkemy,Seed Funding,3.4228
1629,2016-06-21,naturenama,Consumer Internet,Online Outdoors & travel,Mumbai,unicorn venture,Seed Funding,1.925325
1630,2016-06-21,cyclopsmedtech,Technology,Medical Technology Provider,Bangalore,cp bothra,Seed Funding,0.0
1631,2016-06-21,syona cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,the chennai angels,Seed Funding,1.2835499999999997
1632,2016-06-21,prettysecrets,eCommerce,Women Lingerie Store,Mumbai,rb investments pte ltd orios venture partners,Private Equity,51.34199999999999
1633,2016-06-22,spiderg,Consumer Internet,Online invoice app for SMEs,Pune,rahul kirloskar fusion adi saravanan pravin dongre mahendra doshi,Seed Funding,1.2835499999999997
1634,2016-06-23,fareye,Technology,Logistics Management Software,New Delhi,saif partners,Private Equity,29.9495
1635,2016-06-23,the uolo,Consumer Internet,School Parent Communication App,Bangalore,purvi rajul garg vipin arora,Seed Funding,1.79697
1636,2016-06-23,staqu,Technology,Artificial Intelligence based search platform,Gurgaon,indian angel network,Seed Funding,0.0
1637,2016-06-23,padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,rise india,Private Equity,0.0
1638,2016-06-24,drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,jitendra gupta pankaj tripathi,Seed Funding,0.42785
1639,2016-06-24,pratilipi,Consumer Internet,Multi-Lingual self-publishing platform,Bangalore,nexus venture partners,Seed Funding,0.0
